sentence_incorrect,sentence_correct,wrong,correct
Adomniței sar putea întoarce ca șef la CJ.,Adomniței s-ar putea întoarce ca șef la CJ.,sar,s-ar
"În apropiere de Sunnyvale, în Palo Alto, opereaza un Centru de Tehnologie Avansată.","În apropiere de Sunnyvale, în Palo Alto, operează un Centru de Tehnologie Avansată.",opereaza,operează
"Tot acum, se mai construiește un grajd de vară, pentru caii veniții la concursuri.","Tot acum, se mai construiește un grajd de vară, pentru caii veniți la concursuri.",veniții,veniți
Însa o nouă amenințare se apropie rapid de Pământ.,Însă o nouă amenințare se apropie rapid de Pământ.,Însa,Însă
Două persoane rănite sunt inconștiente la ora transmiteri acestei știri.,Două persoane rănite sunt inconștiente la ora transmiterii acestei știri.,transmiteri,transmiterii
"Inima reginei Maria a rămas, astfel, în cripta din stancă unde a stat 27 de ani.","Inima reginei Maria a rămas, astfel, în cripta din stâncă, unde a stat 27 de ani.",stancă,"stâncă,"
"EYP promovează dimensiunea europeană în educatie și oferă posibilitatea eleviilor/studențiilor, care fac parte din grupa de varstă 16-22, să participe la o experientă practică și pozitivă de învățare.","EYP promovează dimensiunea europeană în educatie și oferă posibilitatea elevilor/studenților, care fac parte din grupa de varstă 16-22, să participe la o experientă practică și pozitivă de învățare.","eleviilor/studențiilor,","elevilor/studenților,"
Inovația nu se limitează la ștință și tehnologie.,Inovația nu se limitează la știință și tehnologie.,ștință,știință
"Între inițiatorii inovației organizaționale (manageriale) se numără în principal managerii organizațiilor, consultanți în management și reprezentanții mediului academic.","Între inițiatorii inovației organizaționale (manageriale) se numără în principal managerii organizațiilor, consultanții în management și reprezentanții mediului academic.",consultanți,consultanții
"În același an, Societatea avea aproximativ 6.000 de angajați în diferite instituți, inclusiv Franța, Portugalia și Rusia.","În același an, Societatea avea aproximativ 6.000 de angajați în diferite instituții, inclusiv Franța, Portugalia și Rusia.","instituți,","instituții,"
"Laboratorul de mașini termice  a fost înființat în anul 1924, find și el primul cu acest profil din România.","Laboratorul de mașini termice  a fost înființat în anul 1924, fiind și el primul cu acest profil din România.",find,fiind
"Înainte de băițuire suprafața lemnului se șlefuiește cu hârtie abrazivă nr.250-320, se curăța de praf.","Înainte de băițuire suprafața lemnului se șlefuiește cu hârtie abrazivă nr.250-320, se curăță de praf.",curăța,curăță
Carson a obținut 17 puncte luna trecută în timp ce Jeb Bush a scăzut în sondaje cu șapte puncte.,"Carson a obținut 17 puncte luna trecută, în timp ce Jeb Bush a scăzut în sondaje cu șapte puncte.",trecută,"trecută,"
"Este un exemplu clasic al unui calendar medieval, incluzând momente liturgice ai zilei, psalmi, rugăciuni și marcări ale zilelor de sărbătoare.","Este un exemplu clasic al unui calendar medieval, incluzând momente liturgice ale zilei, psalmi, rugăciuni și marcări ale zilelor de sărbătoare.",ai,ale
"Da, și eu cred că ar fii mai indicat așa.","Da, și eu cred că ar fi mai indicat așa.",fii,fi
"Drumont a sprijinit în trecut pe Harrison Brady care a candidat ca președinte al SUA, prietenia sa destrămat datorită concepției fanatice a lui Brandy.","Drumont a sprijinit în trecut pe Harrison Brady care a candidat ca președinte al SUA, prietenia s-a destrămat datorită concepției fanatice a lui Brandy.",sa,s-a
Dine-ul de gală a avut loc în sala numită Rikssalen din cadrul Palatului regal.,Dineul de gală a avut loc în sala numită Rikssalen din cadrul Palatului regal.,Dine-ul,Dineul
"Cursuriile sale acopereau materia care peste decenii se vor preda în discipline diferite: tehnologie mecanică, studiul materialelor, respectiv mașini-unelte și control dimensional.","Cursurile sale acopereau materia care peste decenii se vor preda în discipline diferite: tehnologie mecanică, studiul materialelor, respectiv mașini-unelte și control dimensional.",Cursuriile,Cursurile
Așa că nam putut să văd povestea drept una superficială și distractivă.,Așa că n-am putut să văd povestea drept una superficială și distractivă.,nam,n-am
Termenul a fost generalizat pentru a acoperi măsurători în spați matematice mult mai generalizate.,Termenul a fost generalizat pentru a acoperi măsurători în spații matematice mult mai generalizate.,spați,spații
"Studi universitare tehnice, absolvite în1982 la Universitatea din Brașov.","Studii universitare tehnice, absolvite în1982 la Universitatea din Brașov.",Studi,Studii
"Elizabeth lucra ca secretară înainte să ajungă la acel show de televiziune, care a transformato în actriță, chiar dacă nu a câștigat concursul.","Elizabeth lucra ca secretară înainte să ajungă la acel show de televiziune, care a transformat-o în actriță, chiar dacă nu a câștigat concursul.",transformato,transformat-o
"În cele șapte etape ale Campionatului Național de Raliuri Dunlop, Simone a câștigat 47 de probe speciale, iar performanța de la Iași reeditează pe ceea precedentă, din Raliul Aradului.","În cele șapte etape ale Campionatului Național de Raliuri Dunlop, Simone a câștigat 47 de probe speciale, iar performanța de la Iași reeditează pe cea precedentă, din Raliul Aradului.",ceea,cea
"Districtul are o suprafață de 761 km², cu o populație de 100.000 de locuitorii și capitala la Peshkopi.","Districtul are o suprafață de 761 km², cu o populație de 100.000 de locuitori și capitala la Peshkopi.",locuitorii,locuitori
Cercetătorii spaniolii au urmărit femei cu vârsta cuprinsă între șaizeci și optzeci de ani.,Cercetătorii spanioli au urmărit femei cu vârsta cuprinsă între șaizeci și optzeci de ani.,spaniolii,spanioli
"„E o poveste de care mă simt legat și pe care o înțeleg în profunzime” a adăugat el „și, cu toate că nu am încercat să adaug la ea experiența mea personală, știam foarte clar cum trebuie să arate acest film ca să reprezinte copii cu o copilărie netradițională”.","„E o poveste de care mă simt legat și pe care o înțeleg în profunzime”, a adăugat el „și, cu toate că nu am încercat să adaug la ea experiența mea personală, știam foarte clar cum trebuie să arate acest film ca să reprezinte copii cu o copilărie netradițională”.",profunzime”,"profunzime”,"
Achy Breaky Heart este primul single al acestuia și este și cel mai mare hit a acestuia.,Achy Breaky Heart este primul single al acestuia și este și cel mai mare hit al acestuia.,a,al
"Dimensiunea tehnologică al inovației se poate referi, de exemplu, la un nou calculator sau noi pachete software individualizate.","Dimensiunea tehnologică a inovației se poate referi, de exemplu, la un nou calculator sau noi pachete software individualizate.",al,a
"Ca mai toate castel ele construite în secolul al Xilea, și acesta a fost din lemn și se găsea pe o colină, înconjurat de un gard de țăruși, tot din lemn.","Ca mai toate castel ele construite în secolul al XI-lea, și acesta a fost din lemn și se găsea pe o colină, înconjurat de un gard de țăruși, tot din lemn.","Xilea,","XI-lea,"
"Nu zidurile fac o școală, ci spiritul care domnește întrînsa.","Nu zidurile fac o școală, ci spiritul care domnește într-însa.",întrînsa.,într-însa.
"Primele așezăminte de tip școlar au apărut pe lângă mănăstiri și aveau ca scop învățarea scrisului în limba slavonă, necesar întocmiri documentelor și corespondenței oficiale.","Primele așezăminte de tip școlar au apărut pe lângă mănăstiri și aveau ca scop învățarea scrisului în limba slavonă, necesar întocmirii documentelor și corespondenței oficiale.",întocmiri,întocmirii
Aulus Plautius și Pomponia Graecina sunt părinți adoptivi ai Ligiei.,Aulus Plautius și Pomponia Graecina sunt părinții adoptivi ai Ligiei.,părinți,părinții
"Participant la numeroase expoziți de grup organizate de filiala din Arad a Uniunii Artiștilor Plastici din România începând din 1976, atât în Arad cât și în țară si străinătate cu lucrări de grafica, pictură si sculptură.","Participant la numeroase expoziții de grup organizate de filiala din Arad a Uniunii Artiștilor Plastici din România începând din 1976, atât în Arad cât și în țară si străinătate cu lucrări de grafica, pictură si sculptură.",expoziți,expoziții
Salvați inima reginei Maria!,Salvați inima Reginei Maria!,reginei,Reginei
"În 1997, Crimele din Mica Italie a fost selectat în Registrul Național de Film al Statelor Unite de către Biblioteca Congresului ca find „important din punct de vedere cultural, istoric și estetic”.","În 1997, Crimele din Mica Italie a fost selectat în Registrul Național de Film al Statelor Unite de către Biblioteca Congresului ca fiind „important din punct de vedere cultural, istoric și estetic”.",find,fiind
"Fu încântată când în anul 1147 aduse la Constantinopol pe regele Conrad, cumnatul său și o armată latina.","Fu încântată când în anul 1147 aduse la Constantinopol pe regele Conrad, cumnatul său și o armată latină.",latina.,latină.
Răspunsul a fost uniform dea lungul desfășurării campaniei.,Răspunsul a fost uniform de-a lungul desfășurării campaniei.,dea,de-a
"Modificarea a avut loc înainte de 1694, sau în acel an, când au fost și zugrăvite elementele respective, cu un decor inspirat din tavanele casetate ale bisericiilor reformate.","Modificarea a avut loc înainte de 1694, sau în acel an, când au fost și zugrăvite elementele respective, cu un decor inspirat din tavanele casetate ale bisericilor reformate.",bisericiilor,bisericilor
Sa raportat că până la 30 de telefoane prototip operau deja pe piață.,S-a raportat că până la 30 de telefoane prototip operau deja pe piață.,Sa,S-a
"Luna nouă astronomică, (denumită uneori în dark moon, adică „Lună întunecată” sau „Lună neagră”, pentru evitarea confuziei), se produce prin definiție în momentul precis al conjuncțiiei astronomice în longitudine ecliptică cu Soarele, așa cum este văzut de pe Pământ.","Luna nouă astronomică, (denumită uneori în dark moon, adică „Lună întunecată” sau „Lună neagră”, pentru evitarea confuziei), se produce prin definiție în momentul precis al conjuncției astronomice în longitudine ecliptică cu Soarele, așa cum este văzut de pe Pământ.",conjuncțiiei,conjuncției
"Reprezentantul acuzării în proces este funamendalistul creștin Matthew Harrison Brady, care este militant și credincios învățături biblice.","Reprezentantul acuzării în proces este funamendalistul creștin Matthew Harrison Brady, care este militant și credincios învățăturii biblice.",învățături,învățăturii
"În August 1986, Președintele Reagan a anunțat și că navetele nu vor mai transporta sateliți comercialii.","În August 1986, Președintele Reagan a anunțat și că navetele nu vor mai transporta sateliți comerciali.",comercialii.,comerciali.
Dintr-un mesaj primit la Wikimedia reese că versiunea de la 15 aprilie 2009 09:01 a articolului de față nu încalcă drepturile de autor.,Dintr-un mesaj primit la Wikimedia reiese că versiunea de la 15 aprilie 2009 09:01 a articolului de față nu încalcă drepturile de autor.,reese,reiese
Aici vam făcut un model de cum se descrie o imagine.,Aici v-am făcut un model de cum se descrie o imagine.,vam,v-am
Rapoarte de la BBC și Wall Street Journal au remarcat faptul că Google își dorea căutarea web și aplicațile sale pe telefoane mobile și că lucra din greu către acest țel.,Rapoarte de la BBC și Wall Street Journal au remarcat faptul că Google își dorea căutarea web și aplicațiile sale pe telefoane mobile și că lucra din greu către acest țel.,aplicațile,aplicațiile
E foarte dificil mai ales că de cele mai multe ori elevul crede că profesorul este dușmanul său.,"E foarte dificil, mai ales că de cele mai multe ori elevul crede că profesorul este dușmanul său.",dificil,"dificil,"
Space Imaging a fost cumpărată de ORBIMAGE în septembrie 2005 și redenumita ulterior GeoEye.,Space Imaging a fost cumpărată de ORBIMAGE în septembrie 2005 și redenumită ulterior GeoEye.,redenumita,redenumită
"Trupelor franceze lii se adăugau importante contingente străine, mai ales germane, de valori diferite.","Trupelor franceze li se adăugau importante contingente străine, mai ales germane, de valori diferite.",lii,li
"Cadrilaterul a fost cedat Bulgariei, în luna septembrie a aceluași an, prințesa Ileana a României a cerut aducerea la Bran a casetei cu inima reginei, care a fost depusă în bisericuța de lemn a castelului Bran (aflată azi la schitul Jercălăi  din Urlați, Prahova).","Cadrilaterul a fost cedat Bulgariei, în luna septembrie a aceluiași an, prințesa Ileana a României a cerut aducerea la Bran a casetei cu inima reginei, care a fost depusă în bisericuța de lemn a castelului Bran (aflată azi la schitul Jercălăi  din Urlați, Prahova).",aceluași,aceluiași
"Festivalul de film de la Toronto: Jason Bateman despre copilarie, maturitate și „The Family Fang”","Festivalul de film de la Toronto: Jason Bateman despre copilărie, maturitate și „The Family Fang”","copilarie,","copilărie,"
"Factorii de mediu care ar putea fii afectați de activități (aer, apă, sol) sunt strict controlați.","Factorii de mediu care ar putea fi afectați de activități (aer, apă, sol) sunt strict controlați.",fii,fi
"În Parlamentul austriac, el a cerut desfințarea iobăgiei  și împroprietărirea țăranilor cu pământ fără răscumpărare.","În Parlamentul austriac, el a cerut desființarea iobăgiei  și împroprietărirea țăranilor cu pământ fără răscumpărare.",desfințarea,desființarea
