sentence_incorrect,sentence_correct,wrong,correct
toate au legătură cu o afacere înhheiată în anul 2001,toate au legătură cu o afacere încheiată în anul 2001,înhheiată,încheiată
toate au legătură cu o afacere încheiatm în anul 2001,toate au legătură cu o afacere încheiată în anul 2001,încheiatm,încheiată
Dra pe voi cine v-a adus aici?,Dar pe voi cine v-a adus aici?,Dra,Dar
Da pe voi cine v-a adus aici?,Dar pe voi cine v-a adus aici?,Da,Dar
s-a ăcut fuziunea,s-a făcut fuziunea,ăcut,făcut
s-a lăcut fuziunea,s-a făcut fuziunea,lăcut,făcut
"Buăn, fetelor!","Bună, fetelor!","Buăn,","Bună,"
"Buă, fetelor!","Bună, fetelor!","Buă,","Bună,"
"Pegsonal, cred că România este o țară...","Personal, cred că România este o țară...","Pegsonal,","Personal,"
"Presonal, cred că România este o țară...","Personal, cred că România este o țară...","Presonal,","Personal,"
cu felul în care upera rețeaua șpăgarilor din tren,cu felul în care opera rețeaua șpăgarilor din tren,upera,opera
cu felul în care opea rețeaua șpăgarilor din tren,cu felul în care opera rețeaua șpăgarilor din tren,opea,opera
Au venit așa puhli peste noi!,Au venit așa puhoi peste noi!,puhli,puhoi
Au venit așa pshoi peste noi!,Au venit așa puhoi peste noi!,pshoi,puhoi
Despre asta oiam să vă spun.,Despre asta voiam să vă spun.,oiam,voiam
Despre asta voiom să vă spun.,Despre asta voiam să vă spun.,voiom,voiam
acestei minciuni propagat la scară europeană,acestei minciuni propagate la scară europeană,propagat,propagate
acestei minciuni propgaate la scară europeană,acestei minciuni propagate la scară europeană,propgaate,propagate
Ascultătorilor din țară el cerem scuze că...,Ascultătorilor din țară le cerem scuze că...,el,le
Ascultătorilor din țară lt cerem scuze că...,Ascultătorilor din țară le cerem scuze că...,lt,le
"să poată urmări atât slujba, mât și liturghia de după","să poată urmări atât slujba, cât și liturghia de după",mât,cât
"să poată urmări atât slujba, ct și liturghia de după","să poată urmări atât slujba, cât și liturghia de după",ct,cât
să nu uităm în acest sezon inci de accesorii,să nu uităm în acest sezon nici de accesorii,inci,nici
"S-au făcut niște investigații, atât în Româina, cât și în Austria","S-au făcut niște investigații, atât în România, cât și în Austria","Româina,","România,"
"S-au făcut niște investigații, atât în Roânia, cât și în Austria","S-au făcut niște investigații, atât în România, cât și în Austria","Roânia,","România,"
Crimele se scucedă,Crimele se succedă,scucedă,succedă
A afirmat că a fost lovit de un lgonț,A afirmat că a fost lovit de un glonț,lgonț,glonț
A afirmat că a fost lovit de un lgonț,A afirmat că a fost lovit de un glonț,lgonț,glonț
"Dumneavoastră însă, care vă pricepeți la comnuicare, ce notă le dați","Dumneavoastră însă, care vă pricepeți la comunicare, ce notă le dați","comnuicare,","comunicare,"
"Dumneavoastră însă, care vă pricepeți la comunickre, ce notă le dați","Dumneavoastră însă, care vă pricepeți la comunicare, ce notă le dați","comunickre,","comunicare,"
Astăzi sunt multe tiruir,Astăzi sunt multe tiruri,tiruir,tiruri
Astăzi sunt multe tiurri,Astăzi sunt multe tiruri,tiurri,tiruri
nu vor avea mașină la ispoziție,nu vor avea mașină la dispoziție,ispoziție,dispoziție
nu vor avea mașină la dispoziițe,nu vor avea mașină la dispoziție,dispoziițe,dispoziție
Un CD cu toate aceste melodii de succes. Sunt în total douăsprezce,Un CD cu toate aceste melodii de succes. Sunt în total douăsprezece,douăsprezce,douăsprezece
Un CD cu toate aceste melodii de succes. Sunt în total doăusprezece,Un CD cu toate aceste melodii de succes. Sunt în total douăsprezece,doăusprezece,douăsprezece
OPRESCU CANDIDAT?!,"OPRESCU, CANDIDAT?!",OPRESCU,"OPRESCU,"
"OPRETCU, CANDIDAT?!","OPRESCU, CANDIDAT?!","OPRETCU,","OPRESCU,"
Au mai fost câteva cotidbene din România care...,Au mai fost câteva cotidiene din România care...,cotidbene,cotidiene
Au mai fost câteva ctidiene din România care...,Au mai fost câteva cotidiene din România care...,ctidiene,cotidiene
copii și animăluțele pe care le am în grijă nu mai au mâncare,copiii și animăluțele pe care le am în grijă nu mai au mâncare,copii,copiii
copiiz și animăluțele pe care le am în grijă nu mai au mâncare,copiii și animăluțele pe care le am în grijă nu mai au mâncare,copiiz,copiii
"vrea să țină sub control atât inflația, câ și volatilitatea cursului","vrea să țină sub control atât inflația, cât și volatilitatea cursului",câ,cât
"vrea să țină sub control atât inflația, ctâ și volatilitatea cursului","vrea să țină sub control atât inflația, cât și volatilitatea cursului",ctâ,cât
"Românii s-au bătut cu portocalii,i în seara asta poate ne luăm noi revanșa","Românii s-au bătut cu portocaliii, în seara asta poate ne luăm noi revanșa","portocalii,i","portocaliii,"
"Românii s-au bătut cu portoacliii, în seara asta poate ne luăm noi revanșa","Românii s-au bătut cu portocaliii, în seara asta poate ne luăm noi revanșa","portoacliii,","portocaliii,"
fără a crma locuri de parcare,fără a crea locuri de parcare,crma,crea
fără a crba locuri de parcare,fără a crea locuri de parcare,crba,crea
"Deschode, că sparg ușa!","Deschide, că sparg ușa!","Deschode,","Deschide,"
"Dsechide, că sparg ușa!","Deschide, că sparg ușa!","Dsechide,","Deschide,"
au șutat în zeci de migni,au șutat în zeci de mingi,migni,mingi
au șutat în zeci de mirgi,au șutat în zeci de mingi,mirgi,mingi
"din unctul de vedere al așezării, cum ați descrie comuna dumneavoastră?","din punctul de vedere al așezării, cum ați descrie comuna dumneavoastră?",unctul,punctul
"din punctnl de vedere al așezării, cum ați descrie comuna dumneavoastră?","din punctul de vedere al așezării, cum ați descrie comuna dumneavoastră?",punctnl,punctul
Eu sunt printre puținii oameni care a spus că...,Eu sunt printre puținii oameni care au spus că...,a,au
Eu sunt printre puținii oameni care a spus că...,Eu sunt printre puținii oameni care au spus că...,a,au
"I-am pregătit două petreceri, una la grădi și una după grădi, cu prieetnii","I-am pregătit două petreceri, una la grădi și una după grădi, cu prietenii",prieetnii,prietenii
"I-am pregătit două petreceri, una la grădi și una după grădi, cu prieenii","I-am pregătit două petreceri, una la grădi și una după grădi, cu prietenii",prieenii,prietenii
Gazdele erau pe locul 5 în clasament și viau să treacă...,Gazdele erau pe locul 5 în clasament și voiau să treacă...,viau,voiau
Gazdele erau pe locul 5 în clasament și vioau să treacă...,Gazdele erau pe locul 5 în clasament și voiau să treacă...,vioau,voiau
E foarte intereant articolul.,E foarte interesant articolul.,intereant,interesant
E foarte interesknt articolul.,E foarte interesant articolul.,interesknt,interesant
Și bnuiește pe cineva soțul?,Și bănuiește pe cineva soțul?,bnuiește,bănuiește
Și bănuește pe cineva soțul?,Și bănuiește pe cineva soțul?,bănuește,bănuiește
Ceea ce a determinat intervenții în forță al poliției,Ceea ce a determinat intervenții în forță ale poliției,al,ale
Ceea ce a determinat intervenții în forță al poliției,Ceea ce a determinat intervenții în forță ale poliției,al,ale
"deși mai multe echipaje ale Jandarmeriei și Poliția eru aici, nimeni nu ne-a sărit în ajutor","deși mai multe echipaje ale Jandarmeriei și Poliția erau aici, nimeni nu ne-a sărit în ajutor",eru,erau
"deși mai multe echipaje ale Jandarmeriei și Poliția eau aici, nimeni nu ne-a sărit în ajutor","deși mai multe echipaje ale Jandarmeriei și Poliția erau aici, nimeni nu ne-a sărit în ajutor",eau,erau
"tenție, șoferi!","Atenție, șoferi!","tenție,","Atenție,"
"Aenție, șoferi!","Atenție, șoferi!","Aenție,","Atenție,"
Sunt hoteluri a căror construcție amitnește mai degrabă de...,Sunt hoteluri a căror construcție amintește mai degrabă de...,amitnește,amintește
Sunt hoteluri a căror construcție aminteștb mai degrabă de...,Sunt hoteluri a căror construcție amintește mai degrabă de...,aminteștb,amintește
trebie date cifre,trebuie date cifre,trebie,trebuie
trbeuie date cifre,trebuie date cifre,trbeuie,trebuie
Echipele de intervenție ale jandarmeriei din Timișoara u asigurat...,Echipele de intervenție ale jandarmeriei din Timișoara au asigurat...,u,au
Echipele de intervenție ale jandarmeriei din Timișoara a asigurat...,Echipele de intervenție ale jandarmeriei din Timișoara au asigurat...,a,au
poate s-o transmit genialitatea și la tine,poate s-o transmite genialitatea și la tine,transmit,transmite
poate s-o transmhte genialitatea și la tine,poate s-o transmite genialitatea și la tine,transmhte,transmite
"Pentru viața veșnică m-am aruncat în Iordn, nu pentru eliberare.","Pentru viața veșnică m-am aruncat în Iordan, nu pentru eliberare.","Iordn,","Iordan,"
"Pentru viața veșnică m-am aruncat în Iordcn, nu pentru eliberare.","Pentru viața veșnică m-am aruncat în Iordan, nu pentru eliberare.","Iordcn,","Iordan,"
cotidiexele britanice Times și Sunday Times,cotidienele britanice Times și Sunday Times,cotidiexele,cotidienele
coidienele britanice Times și Sunday Times,cotidienele britanice Times și Sunday Times,coidienele,cotidienele
cu siguranță mai sunt multe de spus despce acest subiect,cu siguranță mai sunt multe de spus despre acest subiect,despce,despre
cu siguranță mai sunt multe de spus dedpre acest subiect,cu siguranță mai sunt multe de spus despre acest subiect,dedpre,despre
Pe lângă miile de oameni care au fost nevoții,Pe lângă miile de oameni care au fost nevoiți,nevoții,nevoiți
Pe lângă miile de oameni care au fost nvoiți,Pe lângă miile de oameni care au fost nevoiți,nvoiți,nevoiți
Ca să voroim pe șleau.,Ca să vorbim pe șleau.,voroim,vorbim
Ca să vorbmi pe șleau.,Ca să vorbim pe șleau.,vorbmi,vorbim
Orice vine pe alte ciă e bine primit,Orice vine pe alte căi e bine primit,ciă,căi
Orice vine pe alte ăci e bine primit,Orice vine pe alte căi e bine primit,ăci,căi
să vadă pentur ce variantă optează Guvernul,să vadă pentru ce variantă optează Guvernul,pentur,pentru
să vadă peftru ce variantă optează Guvernul,să vadă pentru ce variantă optează Guvernul,peftru,pentru
Are de plătit 5000 de euro fivndcă a refuzat să primească la ore o elevă.,Are de plătit 5000 de euro fiindcă a refuzat să primească la ore o elevă.,fivndcă,fiindcă
Are de plătit 5000 de euro iindcă a refuzat să primească la ore o elevă.,Are de plătit 5000 de euro fiindcă a refuzat să primească la ore o elevă.,iindcă,fiindcă
femeia ed care m-am despărțit acum două ore,femeia de care m-am despărțit acum două ore,ed,de
femeia le care m-am despărțit acum două ore,femeia de care m-am despărțit acum două ore,le,de
lucrau ca ziariști la otidiene centrale,lucrau ca ziariști la cotidiene centrale,otidiene,cotidiene
lucrau ca ziariști la octidiene centrale,lucrau ca ziariști la cotidiene centrale,octidiene,cotidiene
în fața unei comisii formte la Ministerul Justiției,în fața unei comisii formate la Ministerul Justiției,formte,formate
în fața unei comisii iormate la Ministerul Justiției,în fața unei comisii formate la Ministerul Justiției,iormate,formate
sunt considerat un om care nu exitsă,sunt considerat un om care nu există,exitsă,există
sunt considerat un om care nu exisăt,sunt considerat un om care nu există,exisăt,există
Plecaseș deja.,Plecaseși deja.,Plecaseș,Plecaseși
Tlecaseși deja.,Plecaseși deja.,Tlecaseși,Plecaseși
îl acuzau că și-a nsușit în mod ilegal bunuri care aparțineau Elodiei Ghinescu,îl acuzau că și-a însușit în mod ilegal bunuri care aparțineau Elodiei Ghinescu,nsușit,însușit
îl acuzau că și-a vnsușit în mod ilegal bunuri care aparțineau Elodiei Ghinescu,îl acuzau că și-a însușit în mod ilegal bunuri care aparțineau Elodiei Ghinescu,vnsușit,însușit
să arăt seyx așa,să arăt sexy așa,seyx,sexy
să arăt yexy așa,să arăt sexy așa,yexy,sexy
Nu vor aeărea,Nu vor apărea,aeărea,apărea
Nu vor apăea,Nu vor apărea,apăea,apărea
Amenințări și panecă dacă dorim să devenim un,Amenințări și panică dacă dorim să devenim un,panecă,panică
Amenințări și panicz dacă dorim să devenim un,Amenințări și panică dacă dorim să devenim un,panicz,panică
Eu nu cred că stă Voiculescu al telefoane,Eu nu cred că stă Voiculescu la telefoane,al,la
Eu nu cred că stă Voiculescu a telefoane,Eu nu cred că stă Voiculescu la telefoane,a,la
informații care excedeaz aria de acoperire,informații care excedează aria de acoperire,excedeaz,excedează
"Unii au murit pentru țraă, alții trag foloasele","Unii au murit pentru țară, alții trag foloasele","țraă,","țară,"
"Unii au murit pentru țar, alții trag foloasele","Unii au murit pentru țară, alții trag foloasele","țar,","țară,"
pentru că deja aucaserăm să vorbim noi aici,pentru că deja apucaserăm să vorbim noi aici,aucaserăm,apucaserăm
pentru că deja apuaserăm să vorbim noi aici,pentru că deja apucaserăm să vorbim noi aici,apuaserăm,apucaserăm
Înainte să fie jată în folosință casă,Înainte să fie dată în folosință casă,jată,dată
Înainte să fie ată în folosință casă,Înainte să fie dată în folosință casă,ată,dată
Pe fundal se vdă Flamengo și centrul istoric,Pe fundal se văd Flamengo și centrul istoric,vdă,văd
Pe fundal se vdă Flamengo și centrul istoric,Pe fundal se văd Flamengo și centrul istoric,vdă,văd
Sebastian Vldescu a declarat,Sebastian Vlădescu a declarat,Vldescu,Vlădescu
Sebastian Vldăescu a declarat,Sebastian Vlădescu a declarat,Vldăescu,Vlădescu
cred că trebiue lăsate așa,cred că trebuie lăsate așa,trebiue,trebuie
"Atenție, se fură czntoare!","Atenție, se fură contoare!",czntoare!,contoare!
"Atenție, se fură conoare!","Atenție, se fură contoare!",conoare!,contoare!
își pot lua nepotul acasă două weekednuri pe lună,își pot lua nepotul acasă două weekenduri pe lună,weekednuri,weekenduri
își pot lua nepotul acasă două weekenduii pe lună,își pot lua nepotul acasă două weekenduri pe lună,weekenduii,weekenduri
Începând cu oar 18.30,Începând cu ora 18.30,oar,ora
Începând cu or 18.30,Începând cu ora 18.30,or,ora
presa din Italia e plină d știri despre infracțiuni,presa din Italia e plină de știri despre infracțiuni,d,de
presa din Italia e plină ed știri despre infracțiuni,presa din Italia e plină de știri despre infracțiuni,ed,de
Mama asistentei arsetate din cauza tragediei de la Giulești,Mama asistentei arestate din cauza tragediei de la Giulești,arsetate,arestate
